"target_id" "identifiers" "length" "eff_length" "est_counts" "tpm" "Entry.name" "Status" "Protein.names" "Gene.names" "Organism" "Length" "Gene.ontology..biological.process." "Gene.ontology..cellular.component." "Gene.ontology..GO." "Gene.ontology..molecular.function." "Gene.ontology.IDs"
"17752" "TRINITY_DN14963_c1_g1_i1" "Q07352" 2380 2197.52 49 328.108 "TISB_HUMAN" "reviewed" "mRNA decay activator protein ZFP36L1 (Butyrate response factor 1) (EGF-response factor 1) (ERF-1) (TPA-induced sequence 11b) (Zinc finger protein 36, C3H1 type-like 1) (ZFP36-like 1)" "ZFP36L1 BERG36 BRF1 ERF1 RNF162B TIS11B" "Homo sapiens (Human)" 338 "3'-UTR-mediated mRNA destabilization [GO:0061158]; apoptotic process [GO:0006915]; cell population proliferation [GO:0008283]; cellular response to cAMP [GO:0071320]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to glucocorticoid stimulus [GO:0071385]; cellular response to hypoxia [GO:0071456]; cellular response to insulin stimulus [GO:0032869]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to raffinose [GO:0097403]; cellular response to salt stress [GO:0071472]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to tumor necrosis factor [GO:0071356]; chorio-allantoic fusion [GO:0060710]; ERK1 and ERK2 cascade [GO:0070371]; heart development [GO:0007507]; MAPK cascade [GO:0000165]; mesendoderm development [GO:0048382]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; multicellular organism growth [GO:0035264]; negative regulation of erythrocyte differentiation [GO:0045647]; negative regulation of mitotic cell cycle phase transition [GO:1901991]; neural tube development [GO:0021915]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; nuclear-transcribed mRNA catabolic process, deadenylation-independent decay [GO:0031086]; p38MAPK cascade [GO:0038066]; phosphatidylinositol 3-kinase signaling [GO:0014065]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of intracellular mRNA localization [GO:1904582]; positive regulation of monocyte differentiation [GO:0045657]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; proepicardium development [GO:0003342]; protein kinase B signaling [GO:0043491]; regulation of B cell differentiation [GO:0045577]; regulation of gene expression [GO:0010468]; regulation of keratinocyte apoptotic process [GO:1902172]; regulation of keratinocyte differentiation [GO:0045616]; regulation of keratinocyte proliferation [GO:0010837]; regulation of mRNA 3'-end processing [GO:0031440]; regulation of mRNA stability [GO:0043488]; regulation of myoblast differentiation [GO:0045661]; regulation of stem cell proliferation [GO:0072091]; response to wounding [GO:0009611]; spongiotrophoblast layer development [GO:0060712]; T cell differentiation in thymus [GO:0033077]; vasculogenesis [GO:0001570]" "cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; P-body [GO:0000932]; ribonucleoprotein complex [GO:1990904]" "cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; P-body [GO:0000932]; ribonucleoprotein complex [GO:1990904]; 14-3-3 protein binding [GO:0071889]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; 3'-UTR-mediated mRNA destabilization [GO:0061158]; apoptotic process [GO:0006915]; cell population proliferation [GO:0008283]; cellular response to cAMP [GO:0071320]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to glucocorticoid stimulus [GO:0071385]; cellular response to hypoxia [GO:0071456]; cellular response to insulin stimulus [GO:0032869]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to raffinose [GO:0097403]; cellular response to salt stress [GO:0071472]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to tumor necrosis factor [GO:0071356]; chorio-allantoic fusion [GO:0060710]; ERK1 and ERK2 cascade [GO:0070371]; heart development [GO:0007507]; MAPK cascade [GO:0000165]; mesendoderm development [GO:0048382]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; multicellular organism growth [GO:0035264]; negative regulation of erythrocyte differentiation [GO:0045647]; negative regulation of mitotic cell cycle phase transition [GO:1901991]; neural tube development [GO:0021915]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; nuclear-transcribed mRNA catabolic process, deadenylation-independent decay [GO:0031086]; p38MAPK cascade [GO:0038066]; phosphatidylinositol 3-kinase signaling [GO:0014065]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of intracellular mRNA localization [GO:1904582]; positive regulation of monocyte differentiation [GO:0045657]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; proepicardium development [GO:0003342]; protein kinase B signaling [GO:0043491]; regulation of B cell differentiation [GO:0045577]; regulation of gene expression [GO:0010468]; regulation of keratinocyte apoptotic process [GO:1902172]; regulation of keratinocyte differentiation [GO:0045616]; regulation of keratinocyte proliferation [GO:0010837]; regulation of mRNA 3'-end processing [GO:0031440]; regulation of mRNA stability [GO:0043488]; regulation of myoblast differentiation [GO:0045661]; regulation of stem cell proliferation [GO:0072091]; response to wounding [GO:0009611]; spongiotrophoblast layer development [GO:0060712]; T cell differentiation in thymus [GO:0033077]; vasculogenesis [GO:0001570]" "14-3-3 protein binding [GO:0071889]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]" "GO:0000165; GO:0000288; GO:0000932; GO:0001570; GO:0003342; GO:0003677; GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0005829; GO:0006397; GO:0006915; GO:0007507; GO:0008283; GO:0009611; GO:0010468; GO:0010837; GO:0014065; GO:0021915; GO:0031086; GO:0031440; GO:0032869; GO:0033077; GO:0035264; GO:0035925; GO:0038066; GO:0043488; GO:0043491; GO:0044344; GO:0045577; GO:0045600; GO:0045616; GO:0045647; GO:0045657; GO:0045661; GO:0046872; GO:0048382; GO:0051028; GO:0060710; GO:0060712; GO:0061158; GO:0070371; GO:0071320; GO:0071356; GO:0071364; GO:0071375; GO:0071385; GO:0071456; GO:0071472; GO:0071560; GO:0071889; GO:0072091; GO:0097403; GO:1900153; GO:1901991; GO:1902172; GO:1904582; GO:1990904"
"7493" "TRINITY_DN9157_c2_g4_i1" "P63243" 1240 1057.52 48 667.89 "RACK1_BOVIN" "reviewed" "Receptor of activated protein C kinase 1 (Guanine nucleotide-binding protein subunit beta-2-like 1) (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed]" "RACK1 GNB2L1" "Bos taurus (Bovine)" 317 "apoptotic process [GO:0006915]; cell cycle [GO:0007049]; cellular response to growth factor stimulus [GO:0071363]; gastrulation [GO:0007369]; negative regulation of cell growth [GO:0030308]; negative regulation of phagocytosis [GO:0050765]; negative regulation of Wnt signaling pathway [GO:0030178]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cell migration [GO:0030335]; positive regulation of gastrulation [GO:2000543]; positive regulation of Golgi to plasma membrane protein transport [GO:0042998]; positive regulation of GTPase activity [GO:0043547]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein-containing complex assembly [GO:0031334]; positive regulation of protein phosphorylation [GO:0001934]; protein ubiquitination [GO:0016567]; regulation of cell cycle [GO:0051726]; regulation of cell division [GO:0051302]; regulation of establishment of cell polarity [GO:2000114]; regulation of protein localization [GO:0032880]; rescue of stalled ribosome [GO:0072344]; rhythmic process [GO:0048511]" "cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; midbody [GO:0030496]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; ribosome [GO:0005840]" "cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; midbody [GO:0030496]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; ribosome [GO:0005840]; protein kinase C binding [GO:0005080]; protein tyrosine kinase inhibitor activity [GO:0030292]; receptor tyrosine kinase binding [GO:0030971]; ribosome binding [GO:0043022]; SH2 domain binding [GO:0042169]; apoptotic process [GO:0006915]; cell cycle [GO:0007049]; cellular response to growth factor stimulus [GO:0071363]; gastrulation [GO:0007369]; negative regulation of cell growth [GO:0030308]; negative regulation of phagocytosis [GO:0050765]; negative regulation of Wnt signaling pathway [GO:0030178]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cell migration [GO:0030335]; positive regulation of gastrulation [GO:2000543]; positive regulation of Golgi to plasma membrane protein transport [GO:0042998]; positive regulation of GTPase activity [GO:0043547]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of protein-containing complex assembly [GO:0031334]; protein ubiquitination [GO:0016567]; regulation of cell cycle [GO:0051726]; regulation of cell division [GO:0051302]; regulation of establishment of cell polarity [GO:2000114]; regulation of protein localization [GO:0032880]; rescue of stalled ribosome [GO:0072344]; rhythmic process [GO:0048511]" "protein kinase C binding [GO:0005080]; protein tyrosine kinase inhibitor activity [GO:0030292]; receptor tyrosine kinase binding [GO:0030971]; ribosome binding [GO:0043022]; SH2 domain binding [GO:0042169]" "GO:0001891; GO:0001934; GO:0005080; GO:0005634; GO:0005737; GO:0005829; GO:0005840; GO:0006915; GO:0007049; GO:0007369; GO:0016567; GO:0030178; GO:0030292; GO:0030308; GO:0030335; GO:0030425; GO:0030496; GO:0030971; GO:0031334; GO:0032436; GO:0032880; GO:0042169; GO:0042998; GO:0043022; GO:0043025; GO:0043065; GO:0043204; GO:0043547; GO:0048471; GO:0048511; GO:0050765; GO:0051302; GO:0051726; GO:0071363; GO:0072344; GO:2000114; GO:2000543"
"23790" "TRINITY_DN4115_c1_g1_i2" "Q9VNE9" 827 644.522 47.0327 1073.78 "RL13A_DROME" "reviewed" "60S ribosomal protein L13a" "RpL13A CG1475" "Drosophila melanogaster (Fruit fly)" 205 "cytoplasmic translation [GO:0002181]; negative regulation of translation [GO:0017148]" "cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; ribosome [GO:0005840]" "cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; negative regulation of translation [GO:0017148]" "mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]" "GO:0002181; GO:0003729; GO:0003735; GO:0005840; GO:0017148; GO:0022625; GO:0022626"
"12928" "TRINITY_DN13587_c0_g1_i1" "Q25379" 595 413.019 46.8523 1669.23 "ACT3_LYTPI" "reviewed" "Actin, cytoskeletal 3 (LPC3) (Fragment)" "" "Lytechinus pictus (Painted sea urchin)" 172 "" "cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]" "cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524]" "ATP binding [GO:0005524]" "GO:0005524; GO:0005737; GO:0005856"
"10280" "TRINITY_DN51305_c1_g1_i5" "D0VWQ5" 1012 829.522 45.9999 815.986 "RL19_CANLF" "reviewed" "60S ribosomal protein L19" "RPL19" "Canis lupus familiaris (Dog) (Canis familiaris)" 196 "cytoplasmic translation [GO:0002181]" "cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]; synapse [GO:0045202]" "cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]; synapse [GO:0045202]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]" "RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]" "GO:0002181; GO:0003723; GO:0003735; GO:0005730; GO:0022625; GO:0042788; GO:0045202"
"43108" "TRINITY_DN4983_c2_g5_i1" "E2QXF3" 1765 1582.52 45.0128 418.542 "RL15_CANLF" "reviewed" "60S ribosomal protein L15" "RPL15" "Canis lupus familiaris (Dog) (Canis familiaris)" 204 "cytoplasmic translation [GO:0002181]" "cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020]; nucleus [GO:0005634]" "cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020]; nucleus [GO:0005634]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]" "RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]" "GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0016020; GO:0022625"
"38375" "TRINITY_DN12142_c7_g1_i5" "P07909" 2207 2024.52 44.1973 321.238 "ROA1_DROME" "reviewed" "Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (PEN repeat clone P9) (hnRNP core protein A1-A)" "Hrb98DE Pen9 CG9983" "Drosophila melanogaster (Fruit fly)" 365 "compound eye morphogenesis [GO:0001745]; female germ-line stem cell population maintenance [GO:0036099]; negative regulation of RNA splicing [GO:0033119]; oogenesis [GO:0048477]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; positive regulation of translation [GO:0045727]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]" "nucleus [GO:0005634]; polytene chromosome puff [GO:0005703]; ribonucleoprotein complex [GO:1990904]" "nucleus [GO:0005634]; polytene chromosome puff [GO:0005703]; ribonucleoprotein complex [GO:1990904]; mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; sequence-specific DNA binding [GO:0043565]; compound eye morphogenesis [GO:0001745]; female germ-line stem cell population maintenance [GO:0036099]; negative regulation of RNA splicing [GO:0033119]; oogenesis [GO:0048477]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; positive regulation of translation [GO:0045727]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]" "mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; sequence-specific DNA binding [GO:0043565]" "GO:0000381; GO:0001745; GO:0003729; GO:0003730; GO:0005634; GO:0005703; GO:0008266; GO:0033119; GO:0034046; GO:0036099; GO:0043565; GO:0045727; GO:0048026; GO:0048027; GO:0048477; GO:1990904"
"66034" "TRINITY_DN595176_c0_g1_i1" "P49395" 979 796.522 44.0248 813.304 "RS3A_APLCA" "reviewed" "40S ribosomal protein S3a (Lysine-rich protein KRP-A)" "RPS3A KRP-A" "Aplysia californica (California sea hare)" 265 "translation [GO:0006412]" "cytosolic small ribosomal subunit [GO:0022627]" "cytosolic small ribosomal subunit [GO:0022627]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]" "structural constituent of ribosome [GO:0003735]" "GO:0003735; GO:0006412; GO:0022627"
"17711" "TRINITY_DN48403_c0_g1_i4" "Q0PXY6" 757 574.716 43.0336 1101.81 "RL18_DIACI" "reviewed" "60S ribosomal protein L18" "RpL18" "Diaphorina citri (Asian citrus psyllid)" 188 "translation [GO:0006412]" "cytoplasm [GO:0005737]; ribosome [GO:0005840]" "cytoplasm [GO:0005737]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]" "structural constituent of ribosome [GO:0003735]" "GO:0003735; GO:0005737; GO:0005840; GO:0006412"
"20753" "TRINITY_DN44083_c0_g1_i1" "Q8WQI5" 789 606.716 43 1042.88 "RS8_SPOFR" "reviewed" "40S ribosomal protein S8" "RpS8" "Spodoptera frugiperda (Fall armyworm)" 208 "translation [GO:0006412]" "ribosome [GO:0005840]" "ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]" "structural constituent of ribosome [GO:0003735]" "GO:0003735; GO:0005840; GO:0006412"
"47191" "TRINITY_DN17560_c0_g1_i2" "P42577" 937 754.522 43 838.59 "FRIS_LYMST" "reviewed" "Soma ferritin (EC 1.16.3.1)" "" "Lymnaea stagnalis (Great pond snail) (Helix stagnalis)" 174 "cellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]" "cytoplasm [GO:0005737]" "cytoplasm [GO:0005737]; ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]; cellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]" "ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]" "GO:0004322; GO:0005737; GO:0006826; GO:0006879; GO:0008199"
"47246" "TRINITY_DN17578_c2_g1_i2" "P18238" 1338 1155.52 43 547.575 "ADT3_YEAST" "reviewed" "ADP,ATP carrier protein 3 (ADP/ATP translocase 3) (Adenine nucleotide translocator 3) (ANT 3)" "AAC3 YBR085W YBR0753" "Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)" 307 "anaerobic respiration [GO:0009061]; heme transport [GO:0015886]; mitochondrial ADP transmembrane transport [GO:0140021]; mitochondrial ATP transmembrane transport [GO:1990544]; transmembrane transport [GO:0055085]" "integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]" "integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; ATP:ADP antiporter activity [GO:0005471]; identical protein binding [GO:0042802]; anaerobic respiration [GO:0009061]; heme transport [GO:0015886]; mitochondrial ADP transmembrane transport [GO:0140021]; mitochondrial ATP transmembrane transport [GO:1990544]; transmembrane transport [GO:0055085]" "ATP:ADP antiporter activity [GO:0005471]; identical protein binding [GO:0042802]" "GO:0005471; GO:0005739; GO:0005743; GO:0009061; GO:0015886; GO:0016021; GO:0042802; GO:0055085; GO:0140021; GO:1990544"
