"","target_id","gene","ctenidia","gonad","heart","juvenile","larvae","accessions","gene_id","gene_name","gene_description","alt_gene_description","all_GO_ids","BP_GO_ids","CC_GO_ids","MF_GO_ids","GOslim","Term"
"432","PGEN_.00g180120","PGEN_.00g180120",0,0,0,0,2.087993,"P18910;A1A5N8",24603,"Npr1","Atrial natriuretic peptide receptor 1","Guanylate cyclase A","GO:0016021;GO:0005886;GO:0043235;GO:0005524;GO:0005525;GO:0004383;GO:0042562;GO:0016941;GO:0017046;GO:0001653;GO:0004672;GO:0007166;GO:0006182;GO:0019934;GO:0042417;GO:0035556;GO:0048662;GO:0010753;GO:0007168;GO:0007165","GO:0007166;GO:0006182;GO:0019934;GO:0042417;GO:0035556;GO:0048662;GO:0010753;GO:0007168;GO:0007165","GO:0016021;GO:0005886;GO:0043235","GO:0005524;GO:0005525;GO:0004383;GO:0042562;GO:0016941;GO:0017046;GO:0001653;GO:0004672","GO:0023052;GO:0055086;GO:1901135;GO:0023052;GO:0023052;GO:0023052;GO:0023052;GO:0023052","signaling;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process;signaling;signaling;signaling;signaling;signaling"
"433","PGEN_.00g180140","PGEN_.00g180140",0,0,0,0,0.263904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","PGEN_.00g180570","PGEN_.00g180570",0,0,0,0,0.200619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","PGEN_.00g180770","PGEN_.00g180770",0,0,0,0,0.886061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","PGEN_.00g181100","PGEN_.00g181100",0,0,0,0,1.369467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","PGEN_.00g182140","PGEN_.00g182140",0,0,0,0,0.343364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","PGEN_.00g182150","PGEN_.00g182150",0,0,0,0,0.383829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","PGEN_.00g182180","PGEN_.00g182180",0,0,0,0,0.686728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","PGEN_.00g182330","PGEN_.00g182330",0,0,0,0,0.473439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","PGEN_.00g182780","PGEN_.00g182780",0,0,0,0,4.999607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","PGEN_.00g183060","PGEN_.00g183060",0,0,0,0,1.104818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","PGEN_.00g183070","PGEN_.00g183070",0,0,0,0,0.554393,"Q9P215;Q5TIJ1;Q8TE07",57645,"POGK","Pogo transposable element with KRAB domain","Progestin and adipoQ receptor family member V","GO:0005654;GO:0005634;GO:0003677;GO:0006355","GO:0006355","GO:0005654;GO:0005634","GO:0003677","GO:0006351","DNA-templated transcription"
"444","PGEN_.00g183430","PGEN_.00g183430",0,0,0,0,1.265327,"Q24248;Q9VTZ9",39439,"ara","Homeobox protein araucan","Small integral membrane protein of lysosome/late endosome","GO:0005737;GO:0005634;GO:0000981;GO:0000978;GO:0048468;GO:0001745;GO:0048813;GO:0045317;GO:0007476;GO:0007474;GO:0042693;GO:0045926;GO:0030182;GO:0035310;GO:0045944;GO:0045893;GO:0006357","GO:0048468;GO:0001745;GO:0048813;GO:0045317;GO:0007476;GO:0007474;GO:0042693;GO:0045926;GO:0030182;GO:0035310;GO:0045944;GO:0045893;GO:0006357","GO:0005737;GO:0005634","GO:0000981;GO:0000978","GO:0030154;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0007163;GO:0048856;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0006351;GO:0006355;GO:0006351;GO:0006355;GO:0006351;GO:0006355","cell differentiation;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;establishment or maintenance of cell polarity;anatomical structure development;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;regulation of DNA-templated transcription"
"445","PGEN_.00g183600","PGEN_.00g183600",0,0,0,0,0.05169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","PGEN_.00g183610","PGEN_.00g183610",0,0,0,0,0.02655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","PGEN_.00g184160","PGEN_.00g184160",0,0,0,0,0.309561,"Q8BSL4",319415,"Hs3st5","Heparan sulfate glucosamine 3-O-sulfotransferase 5","Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 5","GO:0000139;GO:0016021;GO:0008467;GO:0015015;GO:0050819;GO:0006477;GO:0046596","GO:0015015;GO:0050819;GO:0006477;GO:0046596","GO:0000139;GO:0016021","GO:0008467","GO:1901135;GO:0006790","carbohydrate derivative metabolic process;sulfur compound metabolic process"
"448","PGEN_.00g184740","PGEN_.00g184740",0,0,0,0,0.127943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","PGEN_.00g184810","PGEN_.00g184810",0,0,0,0,0.415135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","PGEN_.00g184930","PGEN_.00g184930",0,0,0,0,0.361712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","PGEN_.00g184970","PGEN_.00g184970",0,0,0,0,0.023805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","PGEN_.00g185090","PGEN_.00g185090",0,0,0,0,1.535855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","PGEN_.00g185100","PGEN_.00g185100",0,0,0,0,1.659927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","PGEN_.00g185510","PGEN_.00g185510",0,0,0,0,1.87623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","PGEN_.00g185580","PGEN_.00g185580",0,0,0,0,1.369467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","PGEN_.00g185770","PGEN_.00g185770",0,0,0,0,0.153986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","PGEN_.00g186940","PGEN_.00g186940",0,0,0,0,0.401238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","PGEN_.00g187030","PGEN_.00g187030",0,0,0,0,1.287679,"Q8JFN7",100136152,"nachra9","Neuronal acetylcholine receptor subunit alpha-9-I","Nicotinic acetylcholine receptor subunit alpha-9-I","GO:0016021;GO:0045211;GO:0022848;GO:0004888","","GO:0016021;GO:0045211","GO:0022848;GO:0004888",NA,NA
"459","PGEN_.00g187170","PGEN_.00g187170",0,0,0,0,0.713941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","PGEN_.00g187390","PGEN_.00g187390",0,0,0,0,0.356468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","PGEN_.00g187800","PGEN_.00g187800",0,0,0,0,35.86908,"Q9WVB4;B1ATW4",20564,"Slit3","Slit homolog 3 protein","Type 1 inositol 145-trisphosphate receptor","GO:0005615;GO:0016020;GO:0005886;GO:0005509;GO:0008201;GO:0048495;GO:0005102;GO:0009887;GO:0003180;GO:0061364;GO:0003181;GO:0048846;GO:0007411;GO:0032870;GO:0050919;GO:0030308;GO:0008285;GO:0070100;GO:0010629;GO:0051414;GO:0035385;GO:0060412","GO:0009887;GO:0003180;GO:0061364;GO:0003181;GO:0048846;GO:0007411;GO:0032870;GO:0050919;GO:0030308;GO:0008285;GO:0070100;GO:0010629;GO:0051414;GO:0035385;GO:0060412","GO:0005615;GO:0016020;GO:0005886","GO:0005509;GO:0008201;GO:0048495;GO:0005102","GO:0048856;GO:0048856;GO:0012501;GO:0022414;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0023052;GO:0023052;GO:0048856","anatomical structure development;anatomical structure development;programmed cell death;reproductive process;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;signaling;signaling;anatomical structure development"
"462","PGEN_.00g189810","PGEN_.00g189810",0,0,0,0,2.001644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","PGEN_.00g189910","PGEN_.00g189910",0,0,0,0,10.864129,"P78417;D3DRA3;F5H7H0;Q5TA03;Q7Z3T2",9446,"GSTO1","Glutathione S-transferase omega-1","S-(Phenacyl)glutathione reductase","GO:0005737;GO:0005829;GO:0070062;GO:0005654;GO:0045174;GO:0004364;GO:0050610;GO:0016491;GO:0071243;GO:0006749;GO:0019852;GO:0060315;GO:0060316;GO:0014810;GO:0010881;GO:0010880;GO:0042178","GO:0071243;GO:0006749;GO:0019852;GO:0060315;GO:0060316;GO:0014810;GO:0010881;GO:0010880;GO:0042178","GO:0005737;GO:0005829;GO:0070062;GO:0005654","GO:0045174;GO:0004364;GO:0050610;GO:0016491","GO:0006575;GO:0006790;GO:0005975;GO:0006766;GO:0055085;GO:0055085;GO:0003012;GO:0023052;GO:0050877;GO:0055085;GO:0003012;GO:0003013;GO:0023052;GO:0055085;GO:0055085","cellular modified amino acid metabolic process;sulfur compound metabolic process;carbohydrate metabolic process;vitamin metabolic process;transmembrane transport;transmembrane transport;muscle system process;signaling;nervous system process;transmembrane transport;muscle system process;circulatory system process;signaling;transmembrane transport;transmembrane transport"
"464","PGEN_.00g190890","PGEN_.00g190890",0,0,0,0,33.425322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","PGEN_.00g191070","PGEN_.00g191070",0,0,0,0,0.037825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","PGEN_.00g191170","PGEN_.00g191170",0,0,0,0,0.43326,"Q80SU7;Q3U3F2;Q8BL18;Q8CBA9",100042856,"Gvin1","Interferon-induced very large GTPase 1","Very large-inducible GTPase-1","GO:0005829;GO:0005634;GO:0005525","","GO:0005829;GO:0005634","GO:0005525",NA,NA
"467","PGEN_.00g191270","PGEN_.00g191270",0,0,0,0,0.657727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","PGEN_.00g191320","PGEN_.00g191320",0,0,0,0,0.065019,"Q96WV6",2541363,"","Uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02","LEA domain-containing protein At3g53040","GO:0031362;GO:0010339;GO:0098631","","GO:0031362;GO:0010339","GO:0098631",NA,NA
"469","PGEN_.00g191420","PGEN_.00g191420",0,0,0,0,5.943337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","PGEN_.00g191500","PGEN_.00g191500",0,0,0,0,6.924269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","PGEN_.00g192930","PGEN_.00g192930",0,0,0,0,0.392581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","PGEN_.00g193370","PGEN_.00g193370",0,0,0,0,0.059873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","PGEN_.00g193730","PGEN_.00g193730",0,0,0,0,0.083235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","PGEN_.00g194160","PGEN_.00g194160",0,0,0,0,3.14507,"P98068",593517,"SPAN","Protein SpAN","RING finger protein 205","GO:0004222;GO:0008270","","","GO:0004222;GO:0008270",NA,NA
"475","PGEN_.00g194580","PGEN_.00g194580",0,0,0,0,0.139945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","PGEN_.00g194760","PGEN_.00g194760",0,0,0,0,0.102259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","PGEN_.00g195170","PGEN_.00g195170",0,0,0,0,0.089581,"P35003",NA,"","Chymotrypsin-like serine proteinase","Type III iodothyronine deiodinase","GO:0005615;GO:0004252","","GO:0005615","GO:0004252",NA,NA
"478","PGEN_.00g195540","PGEN_.00g195540",0,0,0,0,0.221491,"Q503M4",NA,"slc16a12b","Monocarboxylate transporter 12-B","Solute carrier family 16 member 12-B","GO:0016021;GO:0005887;GO:0005308;GO:0008028;GO:0015293;GO:0015881;GO:0015718","GO:0015881;GO:0015718","GO:0016021;GO:0005887","GO:0005308;GO:0008028;GO:0015293","GO:0055085","transmembrane transport"
"479","PGEN_.00g196200","PGEN_.00g196200",0,0,0,0,0.305869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","PGEN_.00g196220","PGEN_.00g196220",0,0,0,0,2.172545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","PGEN_.00g196230","PGEN_.00g196230",0,0,0,0,0.341933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","PGEN_.00g196260","PGEN_.00g196260",0,0,0,0,0.475961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","PGEN_.00g196370","PGEN_.00g196370",0,0,0,0,7.15483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","PGEN_.00g197570","PGEN_.00g197570",0,0,0,0,0.159124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","PGEN_.00g198790","PGEN_.00g198790",0,0,0,0,1.767765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","PGEN_.00g200360","PGEN_.00g200360",0,0,0,0,1.477574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","PGEN_.00g201150","PGEN_.00g201150",0,0,0,0,1.350109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","PGEN_.00g202040","PGEN_.00g202040",0,0,0,0,0.42721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","PGEN_.00g202320","PGEN_.00g202320",0,0,0,0,1.083464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","PGEN_.00g202980","PGEN_.00g202980",0,0,0,0,18.238959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","PGEN_.00g203100","PGEN_.00g203100",0,0,0,0,0.081746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","PGEN_.00g203600","PGEN_.00g203600",0,0,0,0,0.23098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","PGEN_.00g204680","PGEN_.00g204680",0,0,0,0,394.084817,"P51638",29161,"Cav3","Caveolin-3","Transmembrane protein 111","GO:0005901;GO:0009986;GO:0005737;GO:0016010;GO:0005783;GO:0000139;GO:0016021;GO:0005887;GO:0016020;GO:0045121;GO:0031594;GO:0005886;GO:0032991;GO:0042383;GO:0030315;GO:0031982;GO:0043014;GO:0005246;GO:0071253;GO:0019899;GO:0060090;GO:0050998;GO:0019870;GO:0008022;GO:0044877;GO:0017080;GO:0044325;GO:0007015;GO:0055013;GO:0070836;GO:0030154;GO:0071417;GO:0042632;GO:0031122;GO:0035995;GO:0006897;GO:0042593;GO:0060347;GO:0031579;GO:0046716;GO:0007520;GO:0014902;GO:0051926;GO:0010614;GO:0061052;GO:0045792;GO:0043407;GO:0043409;GO:1900826;GO:0051001;GO:1901380;GO:1901017;GO:0006469;GO:0060299;GO:0051647;GO:0007009;GO:0001778;GO:2001288;GO:0008284;GO:0007204;GO:0031116;GO:0010831;GO:0008104;GO:0072659;GO:0060762;GO:0090279;GO:1901019;GO:0051924;GO:0098909;GO:0055117;GO:0051480;GO:0008016;GO:0002027;GO:1900825;GO:0042391;GO:0051394;GO:1900744;GO:0051896;GO:0038009;GO:0014819;GO:2000649;GO:0017015;GO:0060373;GO:0060307;GO:0001666;GO:0002931;GO:0006641;GO:0086005","GO:0007015;GO:0055013;GO:0070836;GO:0030154;GO:0071417;GO:0042632;GO:0031122;GO:0035995;GO:0006897;GO:0042593;GO:0060347;GO:0031579;GO:0046716;GO:0007520;GO:0014902;GO:0051926;GO:0010614;GO:0061052;GO:0045792;GO:0043407;GO:0043409;GO:1900826;GO:0051001;GO:1901380;GO:1901017;GO:0006469;GO:0060299;GO:0051647;GO:0007009;GO:0001778;GO:2001288;GO:0008284;GO:0007204;GO:0031116;GO:0010831;GO:0008104;GO:0072659;GO:0060762;GO:0090279;GO:1901019;GO:0051924;GO:0098909;GO:0055117;GO:0051480;GO:0008016;GO:0002027;GO:1900825;GO:0042391;GO:0051394;GO:1900744;GO:0051896;GO:0038009;GO:0014819;GO:2000649;GO:0017015;GO:0060373;GO:0060307;GO:0001666;GO:0002931;GO:0006641;GO:0086005","GO:0005901;GO:0009986;GO:0005737;GO:0016010;GO:0005783;GO:0000139;GO:0016021;GO:0005887;GO:0016020;GO:0045121;GO:0031594;GO:0005886;GO:0032991;GO:0042383;GO:0030315;GO:0031982","GO:0043014;GO:0005246;GO:0071253;GO:0019899;GO:0060090;GO:0050998;GO:0019870;GO:0008022;GO:0044877;GO:0017080;GO:0044325","GO:0007010;GO:0030154;GO:0048856;GO:0061024;GO:0007010;GO:0016192;GO:0048856;GO:0061024;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0003012;GO:0003012;GO:0030154;GO:0048856;GO:0023052;GO:0023052;GO:0055085;GO:0055085;GO:0007010;GO:0030154;GO:0048856;GO:0061024;GO:0042060;GO:0061024;GO:0016192;GO:0007010;GO:0065003;GO:0030154;GO:0048856;GO:0048856;GO:0055085;GO:0003012;GO:0003013;GO:0003012;GO:0003013;GO:0003013;GO:0003013;GO:0023052;GO:0023052;GO:0023052;GO:0016192;GO:0023052;GO:0003012;GO:0050877;GO:0055085;GO:0023052;GO:0006629;GO:0003012;GO:0003013","cytoskeleton organization;cell differentiation;anatomical structure development;membrane organization;cytoskeleton organization;vesicle-mediated transport;anatomical structure development;membrane organization;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;muscle system process;muscle system process;cell differentiation;anatomical structure development;signaling;signaling;transmembrane transport;transmembrane transport;cytoskeleton organization;cell differentiation;anatomical structure development;membrane organization;wound healing;membrane organization;vesicle-mediated transport;cytoskeleton organization;protein-containing complex assembly;cell differentiation;anatomical structure development;anatomical structure development;transmembrane transport;muscle system process;circulatory system process;muscle system process;circulatory system process;circulatory system process;circulatory system process;signaling;signaling;signaling;vesicle-mediated transport;signaling;muscle system process;nervous system process;transmembrane transport;signaling;lipid metabolic process;muscle system process;circulatory system process"
"494","PGEN_.00g204690","PGEN_.00g204690",0,0,0,0,1.190266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","PGEN_.00g205530","PGEN_.00g205530",0,0,0,0,0.652822,"Q7Z3K3;B4DTP8;B4DYL9;B7ZBY5;E9PM80;O75049;Q3LIC4;Q5SZS1;Q5SZS2Q5SZS3;Q5SZS4;Q8TDZ7;Q9Y4X7",23126,"POGZ","Pogo transposable element with ZNF domain","Zinc finger protein 635","GO:0000785;GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0003677;GO:0046872;GO:0051301;GO:0051382;GO:0007064;GO:1905168;GO:0045944;GO:0010468","GO:0051301;GO:0051382;GO:0007064;GO:1905168;GO:0045944;GO:0010468","GO:0000785;GO:0005737;GO:0005829;GO:0005654;GO:0005634","GO:0003677;GO:0046872","GO:0065003;GO:0000278;GO:0007059;GO:0140014;GO:0006281;GO:0006310;GO:0006351;GO:0006355","protein-containing complex assembly;mitotic cell cycle;chromosome segregation;mitotic nuclear division;DNA repair;DNA recombination;DNA-templated transcription;regulation of DNA-templated transcription"
"496","PGEN_.00g206550","PGEN_.00g206550",0,0,0,0,3.17293,"Q4ZHW1",100381084,"ptf1a","Pancreas transcription factor 1 subunit alpha","Transcription factor Ptf1a/p48","GO:0005737;GO:0005634;GO:0005667;GO:0003677;GO:0046983;GO:0031017;GO:0048699;GO:0030902;GO:0045893;GO:0006355;GO:0048384;GO:0009888","GO:0031017;GO:0048699;GO:0030902;GO:0045893;GO:0006355;GO:0048384;GO:0009888","GO:0005737;GO:0005634;GO:0005667","GO:0003677;GO:0046983","GO:0048856;GO:0030154;GO:0048856;GO:0048856;GO:0006351;GO:0006355;GO:0006351;GO:0023052;GO:0048856","anatomical structure development;cell differentiation;anatomical structure development;anatomical structure development;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;signaling;anatomical structure development"
"497","PGEN_.00g207060","PGEN_.00g207060",0,0,0,0,0.069272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","PGEN_.00g207630","PGEN_.00g207630",0,0,0,0,0.312311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","PGEN_.00g208090","PGEN_.00g208090",0,0,0,0,0.669541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","PGEN_.00g208240","PGEN_.00g208240",0,0,0,0,0.035354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","PGEN_.00g208450","PGEN_.00g208450",0,0,0,0,0.087712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","PGEN_.00g209620","PGEN_.00g209620",0,0,0,0,1.806966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","PGEN_.00g209700","PGEN_.00g209700",0,0,0,0,0.07243,"Q9Y493;A0A087WU49;A0FKC8;D6W5W4;O00218;Q96L85;Q96L86;Q96L87;Q96L88Q96L89;Q96L90;Q9BXN9;Q9BZ83;Q9BZ84;Q9BZ85;Q9BZ86;Q9BZ87;Q9BZ88",7455,"ZAN","Zonadhesin","Abelson helper integration site 1 protein homolog","GO:0031012;GO:0005615;GO:0016021;GO:0005886;GO:0007339;GO:0098609","GO:0007339;GO:0098609","GO:0031012;GO:0005615;GO:0016021;GO:0005886","","GO:0022414;GO:0007155","reproductive process;cell adhesion"
"504","PGEN_.00g210180","PGEN_.00g210180",0,0,0,0,0.096663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","PGEN_.00g210760","PGEN_.00g210760",0,0,0,0,2.429442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","PGEN_.00g210810","PGEN_.00g210810",0,0,0,0,141.098791,"Q6BEA2",287108,"Prss27","Serine protease 27","Pancreasin","GO:0005576;GO:0005886;GO:0004252","","GO:0005576;GO:0005886","GO:0004252",NA,NA
"507","PGEN_.00g211550","PGEN_.00g211550",0,0,0,0,0.185432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","PGEN_.00g211800","PGEN_.00g211800",0,0,0,0,0.283487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","PGEN_.00g211910","PGEN_.00g211910",0,0,0,0,14.284531,"P0DPD6;A5PLK8;O60344;Q6NTG7;Q6UW36;Q8NFD7;Q96NX3;Q96NX4;Q9BRZ8",9718,"ECE2","Endothelin-converting enzyme 2","Zinc finger MYND domain-containing protein 9","GO:0030659;GO:0000139;GO:0016021;GO:0005886;GO:0030658;GO:0046872;GO:0004222;GO:0008168;GO:0007267;GO:0007186;GO:0032259;GO:0016486;GO:0016485","GO:0007267;GO:0007186;GO:0032259;GO:0016486;GO:0016485","GO:0030659;GO:0000139;GO:0016021;GO:0005886;GO:0030658","GO:0046872;GO:0004222;GO:0008168","GO:0023052;GO:0023052;GO:0051604;GO:0051604","signaling;signaling;protein maturation;protein maturation"
"510","PGEN_.00g213030","PGEN_.00g213030",0,0,0,0,0.178718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","PGEN_.00g213100","PGEN_.00g213100",0,0,0,0,0.894281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","PGEN_.00g213310","PGEN_.00g213310",0,0,0,0,8.118334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","PGEN_.00g214070","PGEN_.00g214070",0,0,0,0,29.891646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","PGEN_.00g215110","PGEN_.00g215110",0,0,0,0,3.378475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","PGEN_.00g215120","PGEN_.00g215120",0,0,0,0,0.70653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","PGEN_.00g218270","PGEN_.00g218270",0,0,0,0,0.045626,"P06620",NA,"inaZ","Ice nucleation protein","Lipoma HMGIC fusion partner-like 3 protein","GO:0009279;GO:0050825","","GO:0009279","GO:0050825",NA,NA
"517","PGEN_.00g218360","PGEN_.00g218360",0,0,0,0,0.925772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","PGEN_.00g219070","PGEN_.00g219070",0,0,0,0,2.603082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","PGEN_.00g219260","PGEN_.00g219260",0,0,0,0,1.578368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","PGEN_.00g220840","PGEN_.00g220840",0,0,0,0,0.198202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","PGEN_.00g221250","PGEN_.00g221250",0,0,0,0,0.482618,"Q9NGQ2;Q54F81",8627956,"kif1","Kinesin-related protein 1","Kinesin-3","GO:0030659;GO:0005871;GO:0005874;GO:0005524;GO:0016887;GO:0042802;GO:0008017;GO:0003777;GO:0005546;GO:0008574;GO:0030705;GO:0007018;GO:0072386;GO:0072383;GO:0047496","GO:0030705;GO:0007018;GO:0072386;GO:0072383;GO:0047496","GO:0030659;GO:0005871;GO:0005874","GO:0005524;GO:0016887;GO:0042802;GO:0008017;GO:0003777;GO:0005546;GO:0008574","GO:0007018;GO:0007018;GO:0007018","microtubule-based movement;microtubule-based movement;microtubule-based movement"
"522","PGEN_.00g222660","PGEN_.00g222660",0,0,0,0,125.779721,"Q6AX44",447249,"fibcd1-a","Fibrinogen C domain-containing protein 1-A","Oxidative 3-alpha hydroxysteroid dehydrogenase","GO:0016021;GO:0008061;GO:0046872","","GO:0016021","GO:0008061;GO:0046872",NA,NA
"523","PGEN_.00g223040","PGEN_.00g223040",0,0,0,0,0.384436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","PGEN_.00g223930","PGEN_.00g223930",0,0,0,0,3.367325,"P20594;B0ZBF2;B0ZBF3;D3DRP3;D3DRP4;O60871;Q4VAK7;Q5TCV2;Q8TA93Q9UQ50",4882,"NPR2","Atrial natriuretic peptide receptor 2","Guanylate cyclase B","GO:0005887;GO:0005886;GO:0005524;GO:0005525;GO:0004383;GO:0042562;GO:0042802;GO:0016941;GO:0017046;GO:0001653;GO:0004672;GO:0060348;GO:0097011;GO:0006182;GO:0019934;GO:0051447;GO:1900194;GO:0001503;GO:0010753;GO:0007168;GO:0008217;GO:0022414;GO:0007165","GO:0060348;GO:0097011;GO:0006182;GO:0019934;GO:0051447;GO:1900194;GO:0001503;GO:0010753;GO:0007168;GO:0008217;GO:0022414;GO:0007165","GO:0005887;GO:0005886","GO:0005524;GO:0005525;GO:0004383;GO:0042562;GO:0042802;GO:0016941;GO:0017046;GO:0001653;GO:0004672","GO:0048856;GO:0055086;GO:1901135;GO:0023052;GO:0022414;GO:0022414;GO:0030154;GO:0048856;GO:0023052;GO:0023052;GO:0003013;GO:0023052","anatomical structure development;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process;signaling;reproductive process;reproductive process;cell differentiation;anatomical structure development;signaling;signaling;circulatory system process;signaling"
